"","review_count","stars","attributes.RestaurantsAttire","attributes.RestaurantsTakeOut","attributes.BusinessAcceptsCreditCards","attributes.NoiseLevel","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.RestaurantsGoodForGroups","attributes.RestaurantsPriceRange2","attributes.HasTV","attributes.BikeParking","attributes.RestaurantsDelivery","attributes.OutdoorSeating","attributes.Caters","attributes.WiFi","city","attributes.BusinessParking.garage","attributes.BusinessParking.street","attributes.BusinessParking.validated","attributes.BusinessParking.lot","attributes.BusinessParking.valet","attributes.GoodForMeal.dessert","attributes.GoodForMeal.latenight","attributes.GoodForMeal.lunch","attributes.GoodForMeal.dinner","attributes.GoodForMeal.brunch","attributes.GoodForMeal.breakfast","attributes.Ambience.touristy","attributes.Ambience.hipster","attributes.Ambience.romantic","attributes.Ambience.divey","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Ambience.classy","attributes.Ambience.casual","Mon","Tue","Wed","Thu","Fri","Sat","Sun","Pos_Rev_rate"
"369",12,4,"casual","True","True","average","False","False","True","1","True","False","False","False","False","free","Middleton","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13,15,15,15,15.5,15.5,11,1
"370",67,2.5,"casual","True","True","average","True","False","True","2","True","True","True","True","False","free","Fitchburg","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",12,12,12,13,13,13,12,0.447761194029851
"371",35,4,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Madison","False","False","False","True","False","None","None","None","True","None","None","None","None","None","None","None","True","None","None",11,11,11,11,11.5,11.5,6,0.885714285714286
"372",54,2.5,"casual","True","True","quiet","False","True","True","2","True","True","False","True","False","free","Madison","True","True","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False",5,5,5,5,6,6,5,0.703703703703704
"373",92,2.5,"casual","True","True","quiet","True","True","True","2","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",24,24,24,24,24,24,24,0.445652173913043
"374",151,3.5,"casual","True","True","average","True","True","True","2","True","True","True","True","False","free","Middleton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",4.5,4.5,4.5,4.5,5.5,5.5,5,0.794701986754967
"375",39,3,"casual","True","True","average","True","False","True","2","True","False","True","False","True","free","Monona","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",24,5.5,5.5,5.5,5.5,5.5,11.3210930442638,0.769230769230769
"376",73,4,"casual","True","True","average","True","False","True","2","True","True","False","False","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",24,24,24,24,24,24,24,0.931506849315068
"377",225,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Middleton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",11,11,11,11,12,12,11,0.808888888888889
"378",25,4,"casual","True","True","average","True","False","True","2","False","True","False","True","True","free","Sun Prairie","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",13.7625524769102,5,5.5,6,7,10,8,0.92
"379",24,4,"casual","True","False","quiet","True","False","True","1","True","True","False","True","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",10,10,10,10,10.5,10.5,14,0.791666666666667
"380",237,4,"casual","True","True","average","True","True","True","2","False","True","True","True","True","free","Madison","False","False","False","True","False","False","False","True","True","True","False","False","False","False","False","True","False","False","True",10,10,10,10,11,13,12,0.890295358649789
"381",176,3,"casual","True","True","average","True","True","True","2","True","True","True","True","True","free","Madison","True","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",24,11,11,11,12,13,11,0.647727272727273
"382",34,3.5,"casual","True","True","average","False","True","True","2","True","True","None","False","False","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","True","False","True","False",6,6,6,6,6,6,3,0.764705882352941
"383",70,4,"casual","True","True","average","True","False","True","2","True","True","False","False","True","free","Oregon","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False",13.7625524769102,6,6,6,8,8,11.3210930442638,0.857142857142857
"384",19,4,"casual","True","False","average","False","False","True","1","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15.5,13.5,15,0.842105263157895
"385",115,4,"casual","True","False","average","False","False","True","2","True","True","False","True","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","True","False","False","None","False","False","True",15,15,15,15,15,17,17,0.895652173913044
"386",41,3.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,22.5,22.5,22.5,22.5,22.5,11.3210930442638,0.780487804878049
"387",11,3,"casual","True","True","loud","True","False","True","3","True","True","False","False","False","free","Middleton","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",7,7,7,7,7.5,7.5,7,0.727272727272727
"388",51,3,"casual","True","True","loud","True","False","True","2","True","True","False","True","False","free","Madison","False","False","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False",24,15,15,15,15.5,15.5,15,0.666666666666667
"389",143,3.5,"casual","True","True","loud","True","True","True","2","True","True","False","True","True","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","True","False","False","False",24,13,13,15,15.5,15.5,11,0.902097902097902
"390",86,4.5,"casual","False","True","average","True","False","True","2","False","True","False","True","False","free","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","False","None","False","False","False","True",24,8,8,8,10.5,6,5,0.872093023255814
"391",33,4,"casual","True","True","average","True","False","True","1","True","True","False","True","False","free","Mount Horeb","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","True","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.909090909090909
"392",32,3,"casual","True","True","average","True","True","True","2","True","True","False","False","False","free","Madison","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",6,6,6,6,6,6,6,0.71875
"393",61,3.5,"casual","True","True","average","True","False","True","2","True","False","False","True","False","no","Madison","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",10.5,10.5,10.5,10.5,11.5,11.5,10.5,0.836065573770492
"394",524,4,"casual","True","True","average","False","False","True","2","False","True","False","False","False","no","Madison","False","True","False","False","False","False","None","None","True","False","False","False","True","False","False","False","False","False","True",13.5,13.5,13.5,13.5,13.5,13.5,13.5,0.730916030534351
"395",48,3.5,"casual","True","True","average","True","True","True","2","True","True","False","False","True","free","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",24,11,11,11,12,12,5,0.791666666666667
"396",11,4.5,"casual","False","True","average","False","False","True","2","False","True","False","True","False","free","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",24,19,19,19,19.5,18.5,18,1
"397",47,3,"casual","True","True","average","True","True","True","2","True","True","True","False","False","free","Madison","False","False","False","True","False","True","False","True","False","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,11,0.617021276595745
"398",788,4,"casual","True","True","average","True","True","True","2","True","True","True","True","False","free","Madison","True","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","True","True",15,15,15,15,15.5,15.5,16,0.842639593908629
"399",12,3,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",18,18,18,18,18,17,17,0.666666666666667
"400",54,3,"casual","True","True","average","False","False","True","2","True","True","True","True","True","free","Middleton","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True",16,16,16,16,20.5,18.5,18,0.740740740740741
"401",26,3.5,"casual","True","True","average","False","False","True","1","True","True","False","True","False","free","Middleton","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",19,19,19,19,19,19,19,0.807692307692308
"402",16,3.5,"casual","True","False","average","True","False","True","1","True","True","False","False","False","free","Madison","False","None","False","True","False","False","False","False","True","False","False","False","False","False","None","False","False","None","True",13,13,13,13,13,13,13,0.8125
"403",258,4.5,"dressy","False","True","quiet","False","True","True","4","False","True","False","False","False","no","Madison","False","True","False","False","False","None","False","False","True","False","False","False","False","False","False","False","True","True","False",13.7625524769102,3.5,3.5,3.5,4.5,5,11.3210930442638,0.910852713178295
"404",6,3.5,"casual","True","False","average","True","False","True","1","True","True","False","True","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",18,18,18,18,18,18,18,0.666666666666667
"405",5,3,"casual","True","True","average","True","False","True","2","True","False","False","False","False","paid","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,1
"406",18,3.5,"casual","False","False","average","False","False","True","1","True","False","False","True","False","no","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",15,15,15,15,15,15.5,14,0.666666666666667
"407",64,3.5,"casual","True","True","average","True","True","True","2","False","False","False","False","True","free","Monona","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,5,5,5,5,4,0.703125
"408",86,4,"casual","False","False","loud","False","False","True","1","True","True","False","False","False","free","Madison","True","True","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False",15,15,15,15,15.5,15.5,11.3210930442638,0.767441860465116
"409",38,3,"casual","True","True","quiet","True","True","True","2","True","False","False","False","True","free","Waunakee","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",4.5,4.5,4.5,4.5,5.5,5.5,5,0.789473684210526
"410",164,3,"casual","True","True","average","False","True","True","2","True","True","True","True","True","free","Madison","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","True","False",13.7625524769102,5,5,9.5,9.5,16.5,7,0.817073170731707
"411",76,2.5,"casual","True","True","average","True","True","True","2","True","True","True","False","True","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False",10.5,10.5,10.5,10.5,11,11,10.5,0.473684210526316
"412",27,2,"casual","True","True","loud","False","True","True","2","True","True","False","True","False","free","Monona","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15.5,6.5,18,0.592592592592593
"413",9,3.5,"casual","False","True","average","False","False","False","3","False","False","False","False","False","free","Belleville","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,7,9,9,11.3210930442638,0.666666666666667
"414",4,3,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",3,3,3,3,10,12.2494266055046,11.3210930442638,0.75
"415",380,3.5,"casual","True","True","average","True","True","True","2","True","True","True","True","True","no","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","True","False","True","False",24,4,4,4,5,5,4,0.860526315789474
"416",78,3,"casual","True","True","average","False","False","True","2","True","True","False","True","False","free","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",15.5,15.5,15.5,15.5,15.5,15.5,15.5,0.628205128205128
"417",537,4,"casual","False","True","average","False","True","True","3","False","True","False","True","False","no","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",8,8,8,8,8,8,8,0.869646182495345
"418",32,2.5,"casual","True","True","very_loud","True","False","True","1","True","True","False","True","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","False","None","False","True","False","False","False","None",7,7,7,7,10.5,10.5,11.3210930442638,0.34375
"419",18,4.5,"casual","True","True","loud","False","False","True","1","True","False","False","False","False","free","Madison","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",15,15,15,15,15,14.5,14.5,0.833333333333333
"420",293,4,"casual","True","True","average","False","False","True","2","False","True","False","False","False","free","Madison","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","True","False",11,11,11,11,11,11,10,0.832764505119454
"421",167,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","no","Middleton","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","True","True",5,5,5,5,11,11,10,0.748502994011976
"422",189,3.5,"casual","True","True","average","True","True","True","2","True","True","True","False","True","no","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","True","True",11,11,11,11,11,11,11,0.650793650793651
"423",207,3.5,"casual","True","True","average","True","False","True","2","True","True","False","False","True","free","Madison","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","True","True",13.7625524769102,13,13,13,14,17,16,0.869565217391304
"424",14,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Fitchburg","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15.5,15.5,16,0.642857142857143
"425",15,4.5,"casual","True","False","average","True","False","True","2","True","True","False","True","False","free","Marshall","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",13,13,13,13,16,16,15,0.933333333333333
"426",332,4,"casual","True","True","average","True","True","True","2","True","True","True","False","False","free","Madison","False","True","False","False","False","True","True","True","True","False","False","False","True","False","False","True","False","True","True",24,11,11,15,15,16,16,0.846385542168675
"427",121,4,"casual","True","False","average","False","False","True","1","True","True","False","True","False","free","Madison","False","True","False","True","False","False","True","True","True","False","False","False","False","False","None","False","False","False","True",15,11,9,9,15.5,15.5,15,0.84297520661157
"428",43,2.5,"casual","True","True","average","True","True","True","2","True","True","False","False","True","free","Waunakee","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",10.5,10.5,10.5,10.5,11.5,11.5,12,0.604651162790698
"429",197,3.5,"casual","True","True","average","False","True","True","2","True","True","True","False","True","free","Madison","False","False","False","True","False","False","False","True","True","True","False","False","False","False","False","True","False","True","True",13,10,10,10,12,17,12,0.847715736040609
"430",17,4.5,"casual","True","True","average","True","False","True","2","True","False","False","False","False","free","Mount Horeb","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",24,11,11,11,12,12,10,0.882352941176471
"431",44,3,"casual","True","True","average","True","True","True","2","True","True","True","False","True","free","Middleton","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",11,11,11,11,11,11,5,0.75
"432",25,3.5,"casual","True","True","average","True","False","True","2","True","False","False","True","False","free","Sun Prairie","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",9,13,13,13,15,15,13,0.8
"433",130,3.5,"casual","True","True","average","True","False","True","2","True","True","True","True","True","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",4,4,4,4,4.5,4.5,11.3210930442638,0.753846153846154
"434",45,4,"casual","True","True","average","False","False","True","1","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False",15,15,15,15,15.5,16.5,7,1
"435",48,3.5,"casual","True","True","average","False","False","True","1","True","True","False","False","False","free","Sun Prairie","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,15.5,15,0.75
"436",25,3,"casual","True","False","average","True","False","True","1","True","True","False","True","False","free","Sauk City","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,8,8,15,15,15,12,0.68
"437",63,2.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","no","Fitchburg","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",11,11,11,11,11.5,11,10,0.746031746031746
"438",10,3.5,"casual","True","False","loud","True","False","True","1","True","True","False","True","False","no","Madison","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",11,11,11,11,14.5,14.5,14,0.7
"439",12,3,"casual","True","True","loud","False","False","True","2","True","False","False","False","False","free","Madison","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15,15,15,0.833333333333333
"440",70,4,"casual","True","True","average","True","False","True","2","True","True","None","True","False","free","Fitchburg","False","False","False","True","False","None","None","True","True","None","None","False","False","False","False","None","False","False","True",13,13,13,14,15,16.5,14.5,0.828571428571429
"441",10,3,"casual","True","True","loud","False","False","True","1","True","True","False","True","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15.5,16.5,16,0.6
"442",402,4.5,"casual","False","True","average","False","True","True","3","False","True","False","False","False","free","Madison","False","True","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","True","False",24,5,5,5,5,5,4,0.937810945273632
"443",280,4,"dressy","False","True","average","False","True","True","3","True","True","False","True","False","no","Madison","False","True","False","False","False","False","None","False","True","False","False","False","False","False","False","False","False","True","False",6,6,6,6,8,8,6,0.903571428571429
"444",179,4,"casual","True","True","average","True","True","True","2","True","True","True","False","True","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,4,4,4,4,10,4,0.865921787709497
"445",90,2.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Madison","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",12,12,12,12,12,12,12,0.566666666666667
"446",13,4,"casual","True","True","average","True","False","True","2","True","True","True","True","False","free","Verona","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",11,11,11,1,1,1,10,0.846153846153846
"447",3,5,"casual","False","True","average","True","True","True","2","True","False","False","True","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,9,9,9,9.5,9.5,2.5,1
"448",94,4.5,"casual","True","True","average","True","False","False","1","False","True","False","False","False","free","Stoughton","False","True","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","True",15,15,15,15,15,15,9,0.872340425531915
"449",126,4,"casual","True","True","average","True","True","True","2","False","True","False","False","True","no","Middleton","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","True","True",24,10,10,10,11,11,10,0.888888888888889
"450",43,4,"casual","True","True","average","False","True","True","2","False","True","False","True","False","no","Madison","False","True","False","False","False","None","None","True","None","None","None","False","False","False","False","False","False","True","False",4,4,4,4,5,5,11.3210930442638,0.86046511627907
"451",4,4,"casual","True","False","quiet","True","False","True","1","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","None","None","None","False","None","None","None","None",15,15,15,15,15.5,15.5,15,0.75
"452",62,3,"casual","True","True","average","True","False","True","2","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",24,11,11,11,12,12,11,0.758064516129032
"453",7,3.5,"casual","True","True","average","False","False","True","1","True","True","False","False","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",7.5,10.5,7.5,7.5,11,11,11,0.857142857142857
"454",14,4,"casual","True","False","very_loud","False","False","True","1","True","True","False","True","False","no","Verona","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.785714285714286
"455",79,3.5,"casual","True","True","quiet","False","True","True","3","True","True","False","True","True","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",24,4,4,4,5.5,5.5,4.5,0.822784810126582
"456",109,4,"casual","True","True","average","True","False","True","1","True","True","True","True","False","free","Madison","True","True","False","True","True","False","False","True","True","False","False","False","False","False","False","False","False","False","True",24,5,12,12,12,12,12,0.844036697247706
"457",113,3.5,"casual","True","True","average","True","True","True","2","True","True","True","False","True","free","Madison","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",10.5,10.5,10.5,10.5,11,11,10.5,0.787610619469027
"458",61,4,"casual","True","False","average","False","False","True","2","True","True","False","False","True","free","Madison","False","True","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,15.5,15,0.836065573770492
"459",98,4,"casual","True","True","average","True","True","True","2","True","False","True","True","True","no","Madison","False","True","False","False","False","True","None","None","True","None","None","False","False","None","False","True","False","None","True",24,10,10,14,15,15,10,0.887755102040816
"460",216,3.5,"casual","False","True","average","True","True","True","3","False","True","False","False","False","no","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",5,5,5,5,5,5,5,0.759259259259259
"461",210,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","True","True",10.5,10.5,10.5,10.5,11,11,11,0.819047619047619
"462",37,3,"casual","False","False","loud","False","False","True","1","True","True","False","False","False","no","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",11,11,11,11,11.5,14.5,6,0.486486486486487
"463",40,3.5,"casual","True","True","quiet","True","True","True","1","True","True","True","True","True","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",10,10,10,10,10,10,11.3210930442638,0.875
"464",21,3,"casual","True","True","average","True","False","True","1","True","True","False","True","False","paid","Mount Horeb","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.904761904761905
"465",63,4.5,"casual","True","True","average","True","False","True","1","True","False","True","False","True","free","Middleton","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False",24,12,12,12,12,12,11.3210930442638,0.920634920634921
"466",92,4,"casual","True","True","average","True","False","True","2","True","True","False","True","False","no","Madison","False","True","False","False","False","False","False","False","True","False","False","False","True","False","False","True","False","True","False",9,10,10,10,10,10,10,0.75
